series_id,group_id,currency_to_sek,date,currency,currency_description,source
SEKUSDPMI,130,11.0312,2023-10-09,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6214,2023-10-09,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.6194,2023-10-06,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0183,2023-10-06,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.4312,2023-10-06,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5581,2023-10-06,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-10-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6189,2023-10-05,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0581,2023-10-05,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-10-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.4178,2023-10-05,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5579,2023-10-05,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0795,2023-10-04,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5556,2023-10-04,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6034,2023-10-04,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-10-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3732,2023-10-04,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.5858,2023-10-03,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0629,2023-10-03,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-10-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3498,2023-10-03,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5533,2023-10-03,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5485,2023-10-02,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.3271,2023-10-02,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-10-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9134,2023-10-02,USD,US dollar,Nasdaq
SEKEURPMI,130,11.5502,2023-10-02,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.4923,2023-09-29,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5412,2023-09-29,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-09-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.2748,2023-09-29,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8413,2023-09-29,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5542,2023-09-28,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.5883,2023-09-28,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0245,2023-09-28,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3928,2023-09-28,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-09-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.561,2023-09-27,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6391,2023-09-27,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0107,2023-09-27,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3793,2023-09-27,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5737,2023-09-26,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.736,2023-09-26,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.091,2023-09-26,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5006,2023-09-26,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5853,2023-09-25,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.8211,2023-09-25,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.1046,2023-09-25,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-09-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.5987,2023-09-25,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8959,2023-09-22,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-09-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7113,2023-09-22,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5955,2023-09-22,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1795,2023-09-22,USD,US dollar,Nasdaq
SEKUSDPMI,130,11.162,2023-09-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.887,2023-09-21,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.595,2023-09-21,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-09-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7438,2023-09-21,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.919,2023-09-20,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.7719,2023-09-20,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5991,2023-09-20,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1575,2023-09-20,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.7839,2023-09-19,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5957,2023-09-19,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.894,2023-09-19,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-09-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,11.1361,2023-09-19,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.6004,2023-09-18,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1926,2023-09-18,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-09-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.9346,2023-09-18,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8666,2023-09-18,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8959,2023-09-15,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5954,2023-09-15,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.1606,2023-09-15,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8671,2023-09-15,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.6007,2023-09-14,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.8845,2023-09-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.1192,2023-09-14,USD,US dollar,Nasdaq
SEKEURPMI,130,11.9408,2023-09-14,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-09-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.9171,2023-09-13,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5975,2023-09-13,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0933,2023-09-13,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8233,2023-09-13,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5957,2023-09-12,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0962,2023-09-12,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8666,2023-09-12,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.9008,2023-09-12,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.0659,2023-09-11,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5924,2023-09-11,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.8533,2023-09-11,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8742,2023-09-11,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5956,2023-09-08,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-09-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.8708,2023-09-08,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.1108,2023-09-08,USD,US dollar,Nasdaq
SEKEURPMI,130,11.9014,2023-09-08,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.9139,2023-09-07,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,11.1237,2023-09-07,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8683,2023-09-07,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-09-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5977,2023-09-07,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0948,2023-09-06,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5979,2023-09-06,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.9114,2023-09-06,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-09-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.9515,2023-09-06,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.6014,2023-09-05,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.935,2023-09-05,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-09-05,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.9496,2023-09-05,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,11.0893,2023-09-05,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-09-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.8865,2023-09-04,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8845,2023-09-04,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.9989,2023-09-04,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5948,2023-09-04,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5937,2023-09-01,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-09-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9437,2023-09-01,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8748,2023-09-01,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8777,2023-09-01,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8147,2023-08-31,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8668,2023-08-31,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8434,2023-08-31,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5891,2023-08-31,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.84,2023-08-30,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5885,2023-08-30,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.7643,2023-08-30,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8987,2023-08-30,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-08-30,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8732,2023-08-29,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-29,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.8493,2023-08-29,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5932,2023-08-29,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.9706,2023-08-29,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-08-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.9281,2023-08-28,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.6004,2023-08-28,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0273,2023-08-28,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8824,2023-08-28,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8929,2023-08-25,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8716,2023-08-25,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-08-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5956,2023-08-25,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,11.0244,2023-08-25,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.8874,2023-08-24,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5922,2023-08-24,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9329,2023-08-24,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8642,2023-08-24,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5931,2023-08-23,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-23,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.959,2023-08-23,USD,US dollar,Nasdaq
SEKEURPMI,130,11.873,2023-08-23,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.959,2023-08-23,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,13.9499,2023-08-22,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.9134,2023-08-22,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.9041,2023-08-22,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5988,2023-08-22,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-22,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9651,2023-08-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.9368,2023-08-21,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.6019,2023-08-21,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.9709,2023-08-21,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,13.9308,2023-08-18,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.9065,2023-08-18,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.9513,2023-08-18,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-08-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5978,2023-08-18,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.9282,2023-08-17,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8901,2023-08-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.9152,2023-08-17,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5957,2023-08-17,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-16,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.8421,2023-08-16,USD,US dollar,Nasdaq
SEKEURPMI,130,11.8415,2023-08-16,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8058,2023-08-16,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5891,2023-08-16,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.831,2023-08-15,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-15,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7521,2023-08-15,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.8341,2023-08-15,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5877,2023-08-15,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8499,2023-08-14,USD,US dollar,Nasdaq
SEKDKKPMI,130,1.5939,2023-08-14,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.7675,2023-08-14,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-08-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.8769,2023-08-14,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5784,2023-08-11,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.5956,2023-08-11,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.7613,2023-08-11,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.6967,2023-08-11,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5706,2023-08-10,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5731,2023-08-10,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.7213,2023-08-10,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.6441,2023-08-10,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.6786,2023-08-09,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.6326,2023-08-09,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5726,2023-08-09,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.718,2023-08-09,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-09,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5679,2023-08-08,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6393,2023-08-08,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5621,2023-08-08,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-08-08,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.6827,2023-08-08,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5633,2023-08-07,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.6002,2023-08-07,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6486,2023-08-07,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.4984,2023-08-07,GBP,pound sterling,Nasdaq
SEKGBPPMI,130,13.6011,2023-08-04,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5728,2023-08-04,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-04,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.7015,2023-08-04,USD,US dollar,Nasdaq
SEKEURPMI,130,11.7197,2023-08-04,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-08-03,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.7178,2023-08-03,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.6271,2023-08-03,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5725,2023-08-03,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.7291,2023-08-03,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.6174,2023-08-02,USD,US dollar,Nasdaq
SEKEURPMI,130,11.6702,2023-08-02,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.566,2023-08-02,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-08-02,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.565,2023-08-02,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-08-01,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5736,2023-08-01,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5666,2023-08-01,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.6069,2023-08-01,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5575,2023-08-01,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-07-31,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.5225,2023-07-31,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.5353,2023-07-31,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5565,2023-07-31,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.6,2023-07-31,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.5736,2023-07-28,USD,US dollar,Nasdaq
SEKEURPMI,130,11.5888,2023-07-28,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.5192,2023-07-28,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.555,2023-07-28,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-07-28,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5422,2023-07-27,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-07-27,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3363,2023-07-27,USD,US dollar,Nasdaq
SEKEURPMI,130,11.4923,2023-07-27,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.4058,2023-07-27,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-26,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3466,2023-07-26,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5376,2023-07-26,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.3556,2023-07-26,USD,US dollar,Nasdaq
SEKEURPMI,130,11.4576,2023-07-26,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-25,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.3119,2023-07-25,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5397,2023-07-25,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.4725,2023-07-25,EUR,Euroland euro,Nasdaq
SEKUSDPMI,130,10.3528,2023-07-25,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3936,2023-07-24,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5515,2023-07-24,DKK,Danish krone,Nasdaq
SEKETT,130,1.0,2023-07-24,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.418,2023-07-24,USD,US dollar,Nasdaq
SEKEURPMI,130,11.5615,2023-07-24,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.3475,2023-07-21,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-21,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3569,2023-07-21,USD,US dollar,Nasdaq
SEKEURPMI,130,11.5313,2023-07-21,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5477,2023-07-21,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.5143,2023-07-20,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5454,2023-07-20,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.2656,2023-07-20,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.2694,2023-07-20,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-20,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKETT,130,1.0,2023-07-19,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4935,2023-07-19,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.2583,2023-07-19,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5425,2023-07-19,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.2341,2023-07-19,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.1805,2023-07-18,USD,US dollar,Nasdaq
SEKGBPPMI,130,13.3356,2023-07-18,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.4751,2023-07-18,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-18,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5401,2023-07-18,DKK,Danish krone,Nasdaq
SEKDKKPMI,130,1.5414,2023-07-17,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.217,2023-07-17,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-17,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKEURPMI,130,11.4827,2023-07-17,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.3732,2023-07-17,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.4688,2023-07-14,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.539,2023-07-14,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.4078,2023-07-14,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.2323,2023-07-14,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-14,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.4978,2023-07-13,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5506,2023-07-13,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.5557,2023-07-13,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-13,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKUSDPMI,130,10.3706,2023-07-13,USD,US dollar,Nasdaq
SEKUSDPMI,130,10.653,2023-07-12,USD,US dollar,Nasdaq
SEKEURPMI,130,11.747,2023-07-12,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-12,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.7872,2023-07-12,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.5762,2023-07-12,DKK,Danish krone,Nasdaq
SEKEURPMI,130,11.8054,2023-07-11,EUR,Euroland euro,Nasdaq
SEKDKKPMI,130,1.5843,2023-07-11,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.7172,2023-07-11,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-11,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.8108,2023-07-11,GBP,pound sterling,Nasdaq
SEKEURPMI,130,11.8694,2023-07-10,EUR,Euroland euro,Nasdaq
SEKGBPPMI,130,13.8789,2023-07-10,GBP,pound sterling,Nasdaq
SEKETT,130,1.0,2023-07-10,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5931,2023-07-10,DKK,Danish krone,Nasdaq
SEKUSDPMI,130,10.8365,2023-07-10,USD,US dollar,Nasdaq
SEKETT,130,1.0,2023-07-07,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKDKKPMI,130,1.5982,2023-07-07,DKK,Danish krone,Nasdaq
SEKGBPPMI,130,13.9402,2023-07-07,GBP,pound sterling,Nasdaq
SEKUSDPMI,130,10.9421,2023-07-07,USD,US dollar,Nasdaq
SEKEURPMI,130,11.9095,2023-07-07,EUR,Euroland euro,Nasdaq
SEKEURPMI,130,11.887,2023-07-06,EUR,Euroland euro,Nasdaq
SEKETT,130,1.0,2023-07-06,SEK,Used for inverted exchange rate,Sveriges Riksbank
SEKGBPPMI,130,13.9156,2023-07-06,GBP,pound sterling,Nasdaq
SEKDKKPMI,130,1.596,2023-07-06,DKK,Danish krone,Nasdaq
